entry_id,audio,query,ground_truth,_split
221,Y7upINC4seBw@3-104761-A-7@5-243449-A-14.wav,Does the audio contain the sound of chainsaw?,no,test
222,Y7upINC4seBw@3-104761-A-7@1-61252-A-11@5-243449-A-14.wav,Have you noticed the sound of chirping birds in the audio?,yes,test
223,Y7upINC4seBw@3-104761-A-7@1-61252-A-11.wav,Have you noticed the sound of chirping birds in the audio?,no,test
224,Y7upINC4seBw@3-104761-A-7@1-61252-A-11@5-243449-A-14.wav,Have you noticed the sound of sea waves in the audio?,yes,test
225,Y7upINC4seBw@3-104761-A-7@1-61252-A-11.wav,Have you noticed the sound of sea waves in the audio?,yes,test
226,Y7upINC4seBw@3-104761-A-7@1-61252-A-11@5-243449-A-14.wav,Have you noticed the sound of clock alarm in the audio?,no,test
227,Y7upINC4seBw@3-104761-A-7@1-61252-A-11.wav,Have you noticed the sound of clock alarm in the audio?,no,test
228,Y7upINC4seBw@5-243449-A-14@1-61252-A-11@3-104761-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
229,Y7upINC4seBw@5-243449-A-14@1-61252-A-11.wav,Can you hear the sound of insects in the audio?,no,test
230,Y7upINC4seBw@5-243449-A-14@1-61252-A-11@3-104761-A-7.wav,Can you hear the sound of sea waves in the audio?,yes,test
231,Y7upINC4seBw@5-243449-A-14@1-61252-A-11.wav,Can you hear the sound of sea waves in the audio?,yes,test
232,Y7upINC4seBw@5-243449-A-14@1-61252-A-11@3-104761-A-7.wav,Can you hear the sound of laughter in the audio?,no,test
233,Y7upINC4seBw@5-243449-A-14@1-61252-A-11.wav,Can you hear the sound of laughter in the audio?,no,test
234,Y7upINC4seBw@4-182314-B-7@2-125875-A-13@2-188822-C-40.wav,Can you detect the sound of helicopter in the audio?,yes,test
235,Y7upINC4seBw@4-182314-B-7@2-125875-A-13.wav,Can you detect the sound of helicopter in the audio?,no,test
236,Y7upINC4seBw@4-182314-B-7@2-125875-A-13@2-188822-C-40.wav,Can you detect the sound of insects in the audio?,yes,test
237,Y7upINC4seBw@4-182314-B-7@2-125875-A-13.wav,Can you detect the sound of insects in the audio?,yes,test
238,Y7upINC4seBw@4-182314-B-7@2-125875-A-13@2-188822-C-40.wav,Can you detect the sound of dog in the audio?,no,test
239,Y7upINC4seBw@4-182314-B-7@2-125875-A-13.wav,Can you detect the sound of dog in the audio?,no,test
240,Y7upINC4seBw@4-182314-B-7@2-188822-C-40@2-125875-A-13.wav,Is there a sound of crickets in the audio?,yes,test
241,Y7upINC4seBw@4-182314-B-7@2-188822-C-40.wav,Is there a sound of crickets in the audio?,no,test
242,Y7upINC4seBw@4-182314-B-7@2-188822-C-40@2-125875-A-13.wav,Is there a sound of helicopter in the audio?,yes,test
243,Y7upINC4seBw@4-182314-B-7@2-188822-C-40.wav,Is there a sound of helicopter in the audio?,yes,test
244,Y7upINC4seBw@4-182314-B-7@2-188822-C-40@2-125875-A-13.wav,Is there a sound of cough in the audio?,no,test
245,Y7upINC4seBw@4-182314-B-7@2-188822-C-40.wav,Is there a sound of cough in the audio?,no,test
246,Y7upINC4seBw@2-125875-A-13@2-188822-C-40@4-182314-B-7.wav,Does the audio contain the sound of insects?,yes,test
247,Y7upINC4seBw@2-125875-A-13@2-188822-C-40.wav,Does the audio contain the sound of insects?,no,test
248,Y7upINC4seBw@2-125875-A-13@2-188822-C-40@4-182314-B-7.wav,Does the audio contain the sound of crickets?,yes,test
249,Y7upINC4seBw@2-125875-A-13@2-188822-C-40.wav,Does the audio contain the sound of crickets?,yes,test
250,Y7upINC4seBw@2-125875-A-13@2-188822-C-40@4-182314-B-7.wav,Does the audio contain the sound of clock tick?,no,test
251,Y7upINC4seBw@2-125875-A-13@2-188822-C-40.wav,Does the audio contain the sound of clock tick?,no,test
252,Y7upINC4seBw@1-172649-F-40@1-7973-A-7@5-243459-A-14.wav,Have you noticed the sound of chirping birds in the audio?,yes,test
253,Y7upINC4seBw@1-172649-F-40@1-7973-A-7.wav,Have you noticed the sound of chirping birds in the audio?,no,test
254,Y7upINC4seBw@1-172649-F-40@1-7973-A-7@5-243459-A-14.wav,Have you noticed the sound of insects in the audio?,yes,test
255,Y7upINC4seBw@1-172649-F-40@1-7973-A-7.wav,Have you noticed the sound of insects in the audio?,yes,test
256,Y7upINC4seBw@1-172649-F-40@1-7973-A-7@5-243459-A-14.wav,"Have you noticed the sound of door, wood creaks in the audio?",no,test
257,Y7upINC4seBw@1-172649-F-40@1-7973-A-7.wav,"Have you noticed the sound of door, wood creaks in the audio?",no,test
258,Y7upINC4seBw@1-172649-F-40@5-243459-A-14@1-7973-A-7.wav,Can you hear the sound of insects in the audio?,yes,test
259,Y7upINC4seBw@1-172649-F-40@5-243459-A-14.wav,Can you hear the sound of insects in the audio?,no,test
260,Y7upINC4seBw@1-172649-F-40@5-243459-A-14@1-7973-A-7.wav,Can you hear the sound of chirping birds in the audio?,yes,test
261,Y7upINC4seBw@1-172649-F-40@5-243459-A-14.wav,Can you hear the sound of chirping birds in the audio?,yes,test
262,Y7upINC4seBw@1-172649-F-40@5-243459-A-14@1-7973-A-7.wav,Can you hear the sound of clapping in the audio?,no,test
263,Y7upINC4seBw@1-172649-F-40@5-243459-A-14.wav,Can you hear the sound of clapping in the audio?,no,test
264,Y7upINC4seBw@1-7973-A-7@5-243459-A-14@1-172649-F-40.wav,Can you detect the sound of helicopter in the audio?,yes,test
265,Y7upINC4seBw@1-7973-A-7@5-243459-A-14.wav,Can you detect the sound of helicopter in the audio?,no,test
266,Y7upINC4seBw@1-7973-A-7@5-243459-A-14@1-172649-F-40.wav,Can you detect the sound of insects in the audio?,yes,test
267,Y7upINC4seBw@1-7973-A-7@5-243459-A-14.wav,Can you detect the sound of insects in the audio?,yes,test
268,Y7upINC4seBw@1-7973-A-7@5-243459-A-14@1-172649-F-40.wav,Can you detect the sound of cat in the audio?,no,test
269,Y7upINC4seBw@1-7973-A-7@5-243459-A-14.wav,Can you detect the sound of cat in the audio?,no,test
270,Y6NBPiArs2-w@3-62878-A-42@3-105236-A-7@5-263501-A-25.wav,Is there a sound of footsteps in the audio?,yes,test
271,Y6NBPiArs2-w@3-62878-A-42@3-105236-A-7.wav,Is there a sound of footsteps in the audio?,no,test
272,Y6NBPiArs2-w@3-62878-A-42@3-105236-A-7@5-263501-A-25.wav,Is there a sound of insects in the audio?,yes,test
273,Y6NBPiArs2-w@3-62878-A-42@3-105236-A-7.wav,Is there a sound of insects in the audio?,yes,test
274,Y6NBPiArs2-w@3-62878-A-42@3-105236-A-7@5-263501-A-25.wav,Is there a sound of chirping birds in the audio?,no,test
275,Y6NBPiArs2-w@3-62878-A-42@3-105236-A-7.wav,Is there a sound of chirping birds in the audio?,no,test
276,Y6NBPiArs2-w@3-62878-A-42@5-263501-A-25@3-105236-A-7.wav,Does the audio contain the sound of insects?,yes,test
277,Y6NBPiArs2-w@3-62878-A-42@5-263501-A-25.wav,Does the audio contain the sound of insects?,no,test
278,Y6NBPiArs2-w@3-62878-A-42@5-263501-A-25@3-105236-A-7.wav,Does the audio contain the sound of footsteps?,yes,test
279,Y6NBPiArs2-w@3-62878-A-42@5-263501-A-25.wav,Does the audio contain the sound of footsteps?,yes,test
280,Y6NBPiArs2-w@3-62878-A-42@5-263501-A-25@3-105236-A-7.wav,Does the audio contain the sound of fireworks?,no,test
281,Y6NBPiArs2-w@3-62878-A-42@5-263501-A-25.wav,Does the audio contain the sound of fireworks?,no,test
282,Y6NBPiArs2-w@3-105236-A-7@5-263501-A-25@3-62878-A-42.wav,Have you noticed the sound of siren in the audio?,yes,test
283,Y6NBPiArs2-w@3-105236-A-7@5-263501-A-25.wav,Have you noticed the sound of siren in the audio?,no,test
284,Y6NBPiArs2-w@3-105236-A-7@5-263501-A-25@3-62878-A-42.wav,Have you noticed the sound of insects in the audio?,yes,test
285,Y6NBPiArs2-w@3-105236-A-7@5-263501-A-25.wav,Have you noticed the sound of insects in the audio?,yes,test
286,Y6NBPiArs2-w@3-105236-A-7@5-263501-A-25@3-62878-A-42.wav,Have you noticed the sound of crickets in the audio?,no,test
287,Y6NBPiArs2-w@3-105236-A-7@5-263501-A-25.wav,Have you noticed the sound of crickets in the audio?,no,test
288,Y6NBPiArs2-w@3-155312-A-0@3-153057-A-43@2-209473-A-25.wav,Can you hear the sound of footsteps in the audio?,yes,test
289,Y6NBPiArs2-w@3-155312-A-0@3-153057-A-43.wav,Can you hear the sound of footsteps in the audio?,no,test
290,Y6NBPiArs2-w@3-155312-A-0@3-153057-A-43@2-209473-A-25.wav,Can you hear the sound of dog in the audio?,yes,test
291,Y6NBPiArs2-w@3-155312-A-0@3-153057-A-43.wav,Can you hear the sound of dog in the audio?,yes,test
292,Y6NBPiArs2-w@3-155312-A-0@3-153057-A-43@2-209473-A-25.wav,Can you hear the sound of thunderstorm in the audio?,no,test
293,Y6NBPiArs2-w@3-155312-A-0@3-153057-A-43.wav,Can you hear the sound of thunderstorm in the audio?,no,test
294,Y6NBPiArs2-w@3-155312-A-0@2-209473-A-25@3-153057-A-43.wav,Can you detect the sound of car horn in the audio?,yes,test
295,Y6NBPiArs2-w@3-155312-A-0@2-209473-A-25.wav,Can you detect the sound of car horn in the audio?,no,test
296,Y6NBPiArs2-w@3-155312-A-0@2-209473-A-25@3-153057-A-43.wav,Can you detect the sound of footsteps in the audio?,yes,test
297,Y6NBPiArs2-w@3-155312-A-0@2-209473-A-25.wav,Can you detect the sound of footsteps in the audio?,yes,test
298,Y6NBPiArs2-w@3-155312-A-0@2-209473-A-25@3-153057-A-43.wav,Can you detect the sound of laughter in the audio?,no,test
299,Y6NBPiArs2-w@3-155312-A-0@2-209473-A-25.wav,Can you detect the sound of laughter in the audio?,no,test
300,Y6NBPiArs2-w@3-153057-A-43@2-209473-A-25@3-155312-A-0.wav,Is there a sound of dog in the audio?,yes,test
301,Y6NBPiArs2-w@3-153057-A-43@2-209473-A-25.wav,Is there a sound of dog in the audio?,no,test
302,Y6NBPiArs2-w@3-153057-A-43@2-209473-A-25@3-155312-A-0.wav,Is there a sound of car horn in the audio?,yes,test
303,Y6NBPiArs2-w@3-153057-A-43@2-209473-A-25.wav,Is there a sound of car horn in the audio?,yes,test
304,Y6NBPiArs2-w@3-153057-A-43@2-209473-A-25@3-155312-A-0.wav,Is there a sound of clapping in the audio?,no,test
305,Y6NBPiArs2-w@3-153057-A-43@2-209473-A-25.wav,Is there a sound of clapping in the audio?,no,test
306,Y6NBPiArs2-w@3-174840-A-43@5-263490-A-25@4-176914-A-23.wav,Does the audio contain the sound of breathing?,yes,test
307,Y6NBPiArs2-w@3-174840-A-43@5-263490-A-25.wav,Does the audio contain the sound of breathing?,no,test
308,Y6NBPiArs2-w@3-174840-A-43@5-263490-A-25@4-176914-A-23.wav,Does the audio contain the sound of car horn?,yes,test
309,Y6NBPiArs2-w@3-174840-A-43@5-263490-A-25.wav,Does the audio contain the sound of car horn?,yes,test
310,Y6NBPiArs2-w@3-174840-A-43@5-263490-A-25@4-176914-A-23.wav,Does the audio contain the sound of rain?,no,test
311,Y6NBPiArs2-w@3-174840-A-43@5-263490-A-25.wav,Does the audio contain the sound of rain?,no,test
312,Y6NBPiArs2-w@3-174840-A-43@4-176914-A-23@5-263490-A-25.wav,Have you noticed the sound of footsteps in the audio?,yes,test
313,Y6NBPiArs2-w@3-174840-A-43@4-176914-A-23.wav,Have you noticed the sound of footsteps in the audio?,no,test
314,Y6NBPiArs2-w@3-174840-A-43@4-176914-A-23@5-263490-A-25.wav,Have you noticed the sound of car horn in the audio?,yes,test
315,Y6NBPiArs2-w@3-174840-A-43@4-176914-A-23.wav,Have you noticed the sound of car horn in the audio?,yes,test
316,Y6NBPiArs2-w@3-174840-A-43@4-176914-A-23@5-263490-A-25.wav,Have you noticed the sound of toilet flush in the audio?,no,test
317,Y6NBPiArs2-w@3-174840-A-43@4-176914-A-23.wav,Have you noticed the sound of toilet flush in the audio?,no,test
318,Y6NBPiArs2-w@5-263490-A-25@4-176914-A-23@3-174840-A-43.wav,Can you hear the sound of car horn in the audio?,yes,test
319,Y6NBPiArs2-w@5-263490-A-25@4-176914-A-23.wav,Can you hear the sound of car horn in the audio?,no,test
320,Y6NBPiArs2-w@5-263490-A-25@4-176914-A-23@3-174840-A-43.wav,Can you hear the sound of breathing in the audio?,yes,test
321,Y6NBPiArs2-w@5-263490-A-25@4-176914-A-23.wav,Can you hear the sound of breathing in the audio?,yes,test
322,Y6NBPiArs2-w@5-263490-A-25@4-176914-A-23@3-174840-A-43.wav,Can you hear the sound of rain in the audio?,no,test
323,Y6NBPiArs2-w@5-263490-A-25@4-176914-A-23.wav,Can you hear the sound of rain in the audio?,no,test
324,Y5ye0X5saadg@4-198962-B-25@3-145577-A-43@4-165845-B-45.wav,Can you detect the sound of train in the audio?,yes,test
325,Y5ye0X5saadg@4-198962-B-25@3-145577-A-43.wav,Can you detect the sound of train in the audio?,no,test
326,Y5ye0X5saadg@4-198962-B-25@3-145577-A-43@4-165845-B-45.wav,Can you detect the sound of footsteps in the audio?,yes,test
327,Y5ye0X5saadg@4-198962-B-25@3-145577-A-43.wav,Can you detect the sound of footsteps in the audio?,yes,test
328,Y5ye0X5saadg@4-198962-B-25@3-145577-A-43@4-165845-B-45.wav,Can you detect the sound of sneeze in the audio?,no,test
329,Y5ye0X5saadg@4-198962-B-25@3-145577-A-43.wav,Can you detect the sound of sneeze in the audio?,no,test
330,Y5ye0X5saadg@4-198962-B-25@4-165845-B-45@3-145577-A-43.wav,Is there a sound of car horn in the audio?,yes,test
331,Y5ye0X5saadg@4-198962-B-25@4-165845-B-45.wav,Is there a sound of car horn in the audio?,no,test
332,Y5ye0X5saadg@4-198962-B-25@4-165845-B-45@3-145577-A-43.wav,Is there a sound of footsteps in the audio?,yes,test
333,Y5ye0X5saadg@4-198962-B-25@4-165845-B-45.wav,Is there a sound of footsteps in the audio?,yes,test
334,Y5ye0X5saadg@4-198962-B-25@4-165845-B-45@3-145577-A-43.wav,Is there a sound of pig in the audio?,no,test
335,Y5ye0X5saadg@4-198962-B-25@4-165845-B-45.wav,Is there a sound of pig in the audio?,no,test
336,Y5ye0X5saadg@3-145577-A-43@4-165845-B-45@4-198962-B-25.wav,Does the audio contain the sound of footsteps?,yes,test
337,Y5ye0X5saadg@3-145577-A-43@4-165845-B-45.wav,Does the audio contain the sound of footsteps?,no,test
338,Y5ye0X5saadg@3-145577-A-43@4-165845-B-45@4-198962-B-25.wav,Does the audio contain the sound of train?,yes,test
339,Y5ye0X5saadg@3-145577-A-43@4-165845-B-45.wav,Does the audio contain the sound of train?,yes,test
340,Y5ye0X5saadg@3-145577-A-43@4-165845-B-45@4-198962-B-25.wav,Does the audio contain the sound of sniff?,no,test
341,Y5ye0X5saadg@3-145577-A-43@4-165845-B-45.wav,Does the audio contain the sound of sniff?,no,test
342,Y5ye0X5saadg@1-31482-B-42@1-69760-A-16@5-180156-C-43.wav,Have you noticed the sound of car horn in the audio?,yes,test
343,Y5ye0X5saadg@1-31482-B-42@1-69760-A-16.wav,Have you noticed the sound of car horn in the audio?,no,test
344,Y5ye0X5saadg@1-31482-B-42@1-69760-A-16@5-180156-C-43.wav,Have you noticed the sound of wind in the audio?,yes,test
345,Y5ye0X5saadg@1-31482-B-42@1-69760-A-16.wav,Have you noticed the sound of wind in the audio?,yes,test
346,Y5ye0X5saadg@1-31482-B-42@1-69760-A-16@5-180156-C-43.wav,Have you noticed the sound of pouring water in the audio?,no,test
347,Y5ye0X5saadg@1-31482-B-42@1-69760-A-16.wav,Have you noticed the sound of pouring water in the audio?,no,test
348,Y5ye0X5saadg@1-31482-B-42@5-180156-C-43@1-69760-A-16.wav,Can you hear the sound of wind in the audio?,yes,test
349,Y5ye0X5saadg@1-31482-B-42@5-180156-C-43.wav,Can you hear the sound of wind in the audio?,no,test
350,Y5ye0X5saadg@1-31482-B-42@5-180156-C-43@1-69760-A-16.wav,Can you hear the sound of siren in the audio?,yes,test
351,Y5ye0X5saadg@1-31482-B-42@5-180156-C-43.wav,Can you hear the sound of siren in the audio?,yes,test
352,Y5ye0X5saadg@1-31482-B-42@5-180156-C-43@1-69760-A-16.wav,"Can you hear the sound of door, wood creaks in the audio?",no,test
353,Y5ye0X5saadg@1-31482-B-42@5-180156-C-43.wav,"Can you hear the sound of door, wood creaks in the audio?",no,test
354,Y5ye0X5saadg@1-69760-A-16@5-180156-C-43@1-31482-B-42.wav,Can you detect the sound of siren in the audio?,yes,test
355,Y5ye0X5saadg@1-69760-A-16@5-180156-C-43.wav,Can you detect the sound of siren in the audio?,no,test
356,Y5ye0X5saadg@1-69760-A-16@5-180156-C-43@1-31482-B-42.wav,Can you detect the sound of wind in the audio?,yes,test
357,Y5ye0X5saadg@1-69760-A-16@5-180156-C-43.wav,Can you detect the sound of wind in the audio?,yes,test
358,Y5ye0X5saadg@1-69760-A-16@5-180156-C-43@1-31482-B-42.wav,Can you detect the sound of rain in the audio?,no,test
359,Y5ye0X5saadg@1-69760-A-16@5-180156-C-43.wav,Can you detect the sound of rain in the audio?,no,test
360,Y5ye0X5saadg@1-19501-A-7@5-217186-B-16@4-161127-A-10.wav,Is there a sound of rain in the audio?,yes,test
361,Y5ye0X5saadg@1-19501-A-7@5-217186-B-16.wav,Is there a sound of rain in the audio?,no,test
362,Y5ye0X5saadg@1-19501-A-7@5-217186-B-16@4-161127-A-10.wav,Is there a sound of insects in the audio?,yes,test
363,Y5ye0X5saadg@1-19501-A-7@5-217186-B-16.wav,Is there a sound of insects in the audio?,yes,test
364,Y5ye0X5saadg@1-19501-A-7@5-217186-B-16@4-161127-A-10.wav,Is there a sound of hen in the audio?,no,test
365,Y5ye0X5saadg@1-19501-A-7@5-217186-B-16.wav,Is there a sound of hen in the audio?,no,test
366,Y5ye0X5saadg@1-19501-A-7@4-161127-A-10@5-217186-B-16.wav,Does the audio contain the sound of wind?,yes,test
367,Y5ye0X5saadg@1-19501-A-7@4-161127-A-10.wav,Does the audio contain the sound of wind?,no,test
368,Y5ye0X5saadg@1-19501-A-7@4-161127-A-10@5-217186-B-16.wav,Does the audio contain the sound of rain?,yes,test
369,Y5ye0X5saadg@1-19501-A-7@4-161127-A-10.wav,Does the audio contain the sound of rain?,yes,test
370,Y5ye0X5saadg@1-19501-A-7@4-161127-A-10@5-217186-B-16.wav,Does the audio contain the sound of brushing teeth?,no,test
371,Y5ye0X5saadg@1-19501-A-7@4-161127-A-10.wav,Does the audio contain the sound of brushing teeth?,no,test
372,Y5ye0X5saadg@5-217186-B-16@4-161127-A-10@1-19501-A-7.wav,Have you noticed the sound of insects in the audio?,yes,test
373,Y5ye0X5saadg@5-217186-B-16@4-161127-A-10.wav,Have you noticed the sound of insects in the audio?,no,test
374,Y5ye0X5saadg@5-217186-B-16@4-161127-A-10@1-19501-A-7.wav,Have you noticed the sound of rain in the audio?,yes,test
375,Y5ye0X5saadg@5-217186-B-16@4-161127-A-10.wav,Have you noticed the sound of rain in the audio?,yes,test
376,Y5ye0X5saadg@5-217186-B-16@4-161127-A-10@1-19501-A-7.wav,Have you noticed the sound of cow in the audio?,no,test
377,Y5ye0X5saadg@5-217186-B-16@4-161127-A-10.wav,Have you noticed the sound of cow in the audio?,no,test
378,Y3IguMJkqpl4@5-198278-C-7@5-242490-A-14@4-182395-A-0.wav,Can you hear the sound of dog in the audio?,yes,test
379,Y3IguMJkqpl4@5-198278-C-7@5-242490-A-14.wav,Can you hear the sound of dog in the audio?,no,test
380,Y3IguMJkqpl4@5-198278-C-7@5-242490-A-14@4-182395-A-0.wav,Can you hear the sound of chirping birds in the audio?,yes,test
381,Y3IguMJkqpl4@5-198278-C-7@5-242490-A-14.wav,Can you hear the sound of chirping birds in the audio?,yes,test
382,Y3IguMJkqpl4@5-198278-C-7@5-242490-A-14@4-182395-A-0.wav,Can you hear the sound of crow in the audio?,no,test
383,Y3IguMJkqpl4@5-198278-C-7@5-242490-A-14.wav,Can you hear the sound of crow in the audio?,no,test
384,Y3IguMJkqpl4@5-198278-C-7@4-182395-A-0@5-242490-A-14.wav,Can you detect the sound of chirping birds in the audio?,yes,test
385,Y3IguMJkqpl4@5-198278-C-7@4-182395-A-0.wav,Can you detect the sound of chirping birds in the audio?,no,test
386,Y3IguMJkqpl4@5-198278-C-7@4-182395-A-0@5-242490-A-14.wav,Can you detect the sound of insects in the audio?,yes,test
387,Y3IguMJkqpl4@5-198278-C-7@4-182395-A-0.wav,Can you detect the sound of insects in the audio?,yes,test
388,Y3IguMJkqpl4@5-198278-C-7@4-182395-A-0@5-242490-A-14.wav,"Can you detect the sound of drinking, sipping in the audio?",no,test
389,Y3IguMJkqpl4@5-198278-C-7@4-182395-A-0.wav,"Can you detect the sound of drinking, sipping in the audio?",no,test
390,Y3IguMJkqpl4@5-242490-A-14@4-182395-A-0@5-198278-C-7.wav,Is there a sound of insects in the audio?,yes,test
391,Y3IguMJkqpl4@5-242490-A-14@4-182395-A-0.wav,Is there a sound of insects in the audio?,no,test
392,Y3IguMJkqpl4@5-242490-A-14@4-182395-A-0@5-198278-C-7.wav,Is there a sound of chirping birds in the audio?,yes,test
393,Y3IguMJkqpl4@5-242490-A-14@4-182395-A-0.wav,Is there a sound of chirping birds in the audio?,yes,test
394,Y3IguMJkqpl4@5-242490-A-14@4-182395-A-0@5-198278-C-7.wav,Is there a sound of brushing teeth in the audio?,no,test
395,Y3IguMJkqpl4@5-242490-A-14@4-182395-A-0.wav,Is there a sound of brushing teeth in the audio?,no,test
396,Y3IguMJkqpl4@3-152007-B-20@3-157695-A-0@m3169_0_laughter.wav,Does the audio contain the sound of laughter?,yes,test
397,Y3IguMJkqpl4@3-152007-B-20@3-157695-A-0.wav,Does the audio contain the sound of laughter?,no,test
398,Y3IguMJkqpl4@3-152007-B-20@3-157695-A-0@m3169_0_laughter.wav,Does the audio contain the sound of dog?,yes,test
399,Y3IguMJkqpl4@3-152007-B-20@3-157695-A-0.wav,Does the audio contain the sound of dog?,yes,test
400,Y3IguMJkqpl4@3-152007-B-20@3-157695-A-0@m3169_0_laughter.wav,Does the audio contain the sound of fireworks?,no,test
401,Y3IguMJkqpl4@3-152007-B-20@3-157695-A-0.wav,Does the audio contain the sound of fireworks?,no,test
402,Y3IguMJkqpl4@3-152007-B-20@m3169_0_laughter@3-157695-A-0.wav,Have you noticed the sound of dog in the audio?,yes,test
403,Y3IguMJkqpl4@3-152007-B-20@m3169_0_laughter.wav,Have you noticed the sound of dog in the audio?,no,test
404,Y3IguMJkqpl4@3-152007-B-20@m3169_0_laughter@3-157695-A-0.wav,Have you noticed the sound of laughter in the audio?,yes,test
